date,year,month,quarter,city,province,region,latitude,longitude,category,channel,payment_method,sales_amount,order_count,customer_count,avg_order_value,avg_price
2023-01-01,2023,1,1,武汉,湖北,华中,30.5928,114.3055,图书文具,线上,支付宝,4996.2,27,16,185.04,60
2023-01-01,2023,1,1,西安,陕西,西北,34.3416,108.9398,电子产品,线上,银行卡,245891.42,32,25,7684.11,2500
2023-01-01,2023,1,1,西安,陕西,西北,34.3416,108.9398,服装鞋帽,线上,支付宝,37593.46,41,26,916.91,300
2023-01-01,2023,1,1,西安,陕西,西北,34.3416,108.9398,食品饮料,线上,微信支付,8401.74,35,29,240.05,80
2023-01-01,2023,1,1,西安,陕西,西北,34.3416,108.9398,家居用品,线上,银行卡,42929.25,28,18,1533.19,500
2023-01-01,2023,1,1,西安,陕西,西北,34.3416,108.9398,美妆护肤,线上,微信支付,53486.81,44,30,1215.61,400
2023-01-01,2023,1,1,西安,陕西,西北,34.3416,108.9398,图书文具,线下,银行卡,5490.28,30,26,183.01,60
2023-01-01,2023,1,1,南京,江苏,华东,32.0603,118.7969,电子产品,线下,微信支付,350218.55,46,29,7613.45,2500
2023-01-01,2023,1,1,南京,江苏,华东,32.0603,118.7969,服装鞋帽,线上,微信支付,48430.42,53,31,913.78,300
2023-01-01,2023,1,1,南京,江苏,华东,32.0603,118.7969,食品饮料,线上,微信支付,12778.18,53,42,241.1,80
2023-01-01,2023,1,1,南京,江苏,华东,32.0603,118.7969,家居用品,线上,微信支付,75189.46,50,33,1503.79,500
2023-01-01,2023,1,1,南京,江苏,华东,32.0603,118.7969,美妆护肤,线上,支付宝,78558.92,65,51,1208.6,400
2023-01-01,2023,1,1,南京,江苏,华东,32.0603,118.7969,图书文具,线上,支付宝,6957.68,38,26,183.1,60
2023-01-01,2023,1,1,重庆,重庆,西南,29.4316,106.9123,电子产品,线下,银行卡,369427.49,49,42,7539.34,2500
2023-01-01,2023,1,1,重庆,重庆,西南,29.4316,106.9123,服装鞋帽,线上,微信支付,47145.1,52,39,906.64,300
2023-01-01,2023,1,1,重庆,重庆,西南,29.4316,106.9123,食品饮料,线上,微信支付,10465.96,43,29,243.39,80
2023-01-01,2023,1,1,重庆,重庆,西南,29.4316,106.9123,家居用品,线下,现金,58625.21,39,25,1503.21,500
2023-01-01,2023,1,1,重庆,重庆,西南,29.4316,106.9123,美妆护肤,线下,微信支付,63575.09,52,31,1222.6,400
2023-01-01,2023,1,1,重庆,重庆,西南,29.4316,106.9123,图书文具,线下,银行卡,6951.48,38,33,182.93,60
2023-01-01,2023,1,1,天津,天津,华北,39.3434,117.3616,电子产品,线上,支付宝,269532.87,35,29,7700.94,2500
2023-01-01,2023,1,1,天津,天津,华北,39.3434,117.3616,服装鞋帽,线下,微信支付,28631.24,31,23,923.59,300
2023-01-01,2023,1,1,天津,天津,华北,39.3434,117.3616,食品饮料,线下,支付宝,6856.1,28,21,244.86,80
2023-01-01,2023,1,1,天津,天津,华北,39.3434,117.3616,家居用品,线下,微信支付,56856.49,37,27,1536.66,500
2023-01-01,2023,1,1,天津,天津,华北,39.3434,117.3616,美妆护肤,线上,银行卡,63167.95,52,36,1214.77,400
2023-01-01,2023,1,1,天津,天津,华北,39.3434,117.3616,图书文具,线下,银行卡,6006.91,33,27,182.03,60
2023-01-01,2023,1,1,苏州,江苏,华东,31.2989,120.5853,电子产品,线下,微信支付,367614.0,49,41,7502.33,2500
2023-01-01,2023,1,1,苏州,江苏,华东,31.2989,120.5853,服装鞋帽,线下,支付宝,64615.4,71,59,910.08,300
2023-01-01,2023,1,1,苏州,江苏,华东,31.2989,120.5853,食品饮料,线上,微信支付,7723.29,32,24,241.35,80
2023-01-01,2023,1,1,苏州,江苏,华东,31.2989,120.5853,家居用品,线上,微信支付,59243.01,39,29,1519.05,500
2023-01-01,2023,1,1,苏州,江苏,华东,31.2989,120.5853,美妆护肤,线上,银行卡,55808.37,46,29,1213.23,400
2023-01-01,2023,1,1,苏州,江苏,华东,31.2989,120.5853,图书文具,线下,支付宝,6669.44,37,24,180.26,60
2023-01-01,2023,1,1,郑州,河南,华中,34.7466,113.6254,电子产品,线下,微信支付,278138.38,37,28,7517.25,2500
2023-01-01,2023,1,1,郑州,河南,华中,34.7466,113.6254,服装鞋帽,线上,支付宝,29909.92,33,29,906.36,300
2023-01-01,2023,1,1,郑州,河南,华中,34.7466,113.6254,食品饮料,线上,支付宝,6369.98,26,19,245.0,80
2023-01-01,2023,1,1,郑州,河南,华中,34.7466,113.6254,家居用品,线下,微信支付,56083.09,37,32,1515.76,500
2023-01-01,2023,1,1,郑州,河南,华中,34.7466,113.6254,美妆护肤,线上,微信支付,39866.24,33,21,1208.07,400
2023-01-01,2023,1,1,郑州,河南,华中,34.7466,113.6254,图书文具,线下,支付宝,4408.14,24,19,183.67,60
2023-01-01,2023,1,1,长沙,湖南,华中,28.2282,112.9388,电子产品,线上,支付宝,342764.09,45,32,7616.98,2500
2023-01-01,2023,1,1,长沙,湖南,华中,28.2282,112.9388,服装鞋帽,线上,支付宝,36031.94,40,33,900.8,300
2023-01-01,2023,1,1,长沙,湖南,华中,28.2282,112.9388,食品饮料,线上,微信支付,7099.11,29,21,244.8,80
2023-01-01,2023,1,1,长沙,湖南,华中,28.2282,112.9388,家居用品,线上,微信支付,52237.93,34,25,1536.41,500
2023-01-01,2023,1,1,长沙,湖南,华中,28.2282,112.9388,美妆护肤,线上,支付宝,56964.87,47,37,1212.02,400
2023-01-01,2023,1,1,长沙,湖南,华中,28.2282,112.9388,图书文具,线上,银行卡,3430.97,19,14,180.58,60
2023-01-01,2023,1,1,青岛,山东,华东,36.0671,120.3826,电子产品,线下,支付宝,249436.31,33,20,7558.68,2500
2023-01-01,2023,1,1,青岛,山东,华东,36.0671,120.3826,服装鞋帽,线下,微信支付,37532.97,41,31,915.44,300
2023-01-01,2023,1,1,青岛,山东,华东,36.0671,120.3826,食品饮料,线上,银行卡,9269.41,38,28,243.93,80
2023-01-01,2023,1,1,青岛,山东,华东,36.0671,120.3826,家居用品,线下,银行卡,42874.35,28,20,1531.23,500
2023-01-01,2023,1,1,青岛,山东,华东,36.0671,120.3826,美妆护肤,线上,银行卡,53649.82,44,27,1219.31,400
2023-01-01,2023,1,1,青岛,山东,华东,36.0671,120.3826,图书文具,线下,支付宝,4455.01,24,14,185.63,60
2023-01-02,2023,1,1,北京,北京,华北,39.9042,116.4074,电子产品,线下,微信支付,395082.12,52,41,7597.73,2500
2023-01-02,2023,1,1,北京,北京,华北,39.9042,116.4074,服装鞋帽,线上,支付宝,40322.86,44,37,916.43,300
2023-01-02,2023,1,1,北京,北京,华北,39.9042,116.4074,食品饮料,线上,支付宝,10676.1,44,39,242.64,80
2023-01-02,2023,1,1,北京,北京,华北,39.9042,116.4074,家居用品,线上,银行卡,73680.0,49,40,1503.67,500
2023-01-02,2023,1,1,北京,北京,华北,39.9042,116.4074,美妆护肤,线下,支付宝,63844.96,53,43,1204.62,400
2023-01-02,2023,1,1,北京,北京,华北,39.9042,116.4074,图书文具,线上,银行卡,7338.34,40,34,183.46,60
2023-01-02,2023,1,1,上海,上海,华东,31.2304,121.4737,电子产品,线上,银行卡,496031.83,66,47,7515.63,2500
2023-01-02,2023,1,1,上海,上海,华东,31.2304,121.4737,服装鞋帽,线上,现金,51486.84,57,35,903.28,300
2023-01-02,2023,1,1,上海,上海,华东,31.2304,121.4737,食品饮料,线上,支付宝,11687.61,48,37,243.49,80
2023-01-02,2023,1,1,上海,上海,华东,31.2304,121.4737,家居用品,线下,银行卡,88231.16,58,40,1521.23,500
2023-01-02,2023,1,1,上海,上海,华东,31.2304,121.4737,美妆护肤,线上,支付宝,86614.54,72,45,1202.98,400
2023-01-02,2023,1,1,上海,上海,华东,31.2304,121.4737,图书文具,线上,银行卡,8272.54,45,34,183.83,60
2023-01-02,2023,1,1,广州,广东,华南,23.1291,113.2644,电子产品,线下,微信支付,306661.4,40,25,7666.53,2500
2023-01-02,2023,1,1,广州,广东,华南,23.1291,113.2644,服装鞋帽,线上,微信支付,39975.27,44,27,908.53,300
2023-01-02,2023,1,1,广州,广东,华南,23.1291,113.2644,食品饮料,线下,支付宝,8326.92,34,21,244.91,80
2023-01-02,2023,1,1,广州,广东,华南,23.1291,113.2644,家居用品,线下,银行卡,65192.87,43,30,1516.11,500
2023-01-02,2023,1,1,广州,广东,华南,23.1291,113.2644,美妆护肤,线上,微信支付,54961.58,45,37,1221.37,400
2023-01-02,2023,1,1,广州,广东,华南,23.1291,113.2644,图书文具,线上,微信支付,5691.74,31,27,183.6,60
2023-01-02,2023,1,1,深圳,广东,华南,22.5431,114.0579,电子产品,线上,支付宝,398889.21,53,32,7526.21,2500
2023-01-02,2023,1,1,深圳,广东,华南,22.5431,114.0579,服装鞋帽,线下,微信支付,45921.66,51,40,900.42,300
2023-01-02,2023,1,1,深圳,广东,华南,22.5431,114.0579,食品饮料,线下,支付宝,10072.94,41,28,245.68,80
2023-01-02,2023,1,1,深圳,广东,华南,22.5431,114.0579,家居用品,线上,现金,76338.49,50,44,1526.77,500
2023-01-02,2023,1,1,深圳,广东,华南,22.5431,114.0579,美妆护肤,线上,现金,72766.42,60,37,1212.77,400
2023-01-02,2023,1,1,深圳,广东,华南,22.5431,114.0579,图书文具,线下,微信支付,6732.69,37,28,181.96,60
2023-01-02,2023,1,1,成都,四川,西南,30.5728,104.0668,电子产品,线下,支付宝,363818.78,48,37,7579.56,2500
2023-01-02,2023,1,1,成都,四川,西南,30.5728,104.0668,服装鞋帽,线下,银行卡,29201.63,32,21,912.55,300
2023-01-02,2023,1,1,成都,四川,西南,30.5728,104.0668,食品饮料,线上,微信支付,9352.43,38,25,246.12,80
2023-01-02,2023,1,1,成都,四川,西南,30.5728,104.0668,家居用品,线上,支付宝,43498.39,28,19,1553.51,500
2023-01-02,2023,1,1,成都,四川,西南,30.5728,104.0668,美妆护肤,线下,微信支付,50881.15,42,29,1211.46,400
2023-01-02,2023,1,1,成都,四川,西南,30.5728,104.0668,图书文具,线下,银行卡,5920.19,32,20,185.01,60
2023-01-02,2023,1,1,杭州,浙江,华东,30.2741,120.1551,电子产品,线下,支付宝,260638.63,34,29,7665.84,2500
2023-01-02,2023,1,1,杭州,浙江,华东,30.2741,120.1551,服装鞋帽,线上,银行卡,49714.03,55,33,903.89,300
2023-01-02,2023,1,1,杭州,浙江,华东,30.2741,120.1551,食品饮料,线下,银行卡,6182.01,25,22,247.28,80
2023-01-02,2023,1,1,杭州,浙江,华东,30.2741,120.1551,家居用品,线上,支付宝,70380.23,46,34,1530.01,500
2023-01-02,2023,1,1,杭州,浙江,华东,30.2741,120.1551,美妆护肤,线下,银行卡,57244.99,47,39,1217.98,400
2023-01-02,2023,1,1,杭州,浙江,华东,30.2741,120.1551,图书文具,线上,支付宝,5498.48,30,20,183.28,60
2023-01-02,2023,1,1,武汉,湖北,华中,30.5928,114.3055,电子产品,线下,微信支付,254511.09,33,22,7712.46,2500
2023-01-02,2023,1,1,武汉,湖北,华中,30.5928,114.3055,服装鞋帽,线上,微信支付,32314.97,35,24,923.28,300
2023-01-02,2023,1,1,武汉,湖北,华中,30.5928,114.3055,食品饮料,线下,微信支付,7889.11,32,24,246.53,80
2023-01-02,2023,1,1,武汉,湖北,华中,30.5928,114.3055,家居用品,线下,微信支付,45780.8,30,23,1526.03,500
2023-01-02,2023,1,1,武汉,湖北,华中,30.5928,114.3055,美妆护肤,线上,支付宝,48259.48,40,32,1206.49,400
2023-01-02,2023,1,1,武汉,湖北,华中,30.5928,114.3055,图书文具,线上,微信支付,5062.24,28,16,180.79,60
2023-01-02,2023,1,1,西安,陕西,西北,34.3416,108.9398,电子产品,线上,微信支付,185065.03,24,20,7711.04,2500
2023-01-02,2023,1,1,西安,陕西,西北,34.3416,108.9398,服装鞋帽,线上,微信支付,18741.11,20,16,937.06,300
2023-01-02,2023,1,1,西安,陕西,西北,34.3416,108.9398,食品饮料,线下,微信支付,4288.28,17,12,252.25,80
2023-01-02,2023,1,1,西安,陕西,西北,34.3416,108.9398,家居用品,线下,支付宝,40162.55,26,18,1544.71,500
2023-01-02,2023,1,1,西安,陕西,西北,34.3416,108.9398,美妆护肤,线上,银行卡,41777.59,34,22,1228.75,400
2023-01-02,2023,1,1,西安,陕西,西北,34.3416,108.9398,图书文具,线下,支付宝,3247.09,18,13,180.39,60
2023-01-02,2023,1,1,南京,江苏,华东,32.0603,118.7969,电子产品,线上,支付宝,276138.41,36,23,7670.51,2500
2023-01-02,2023,1,1,南京,江苏,华东,32.0603,118.7969,服装鞋帽,线上,支付宝,31718.49,35,25,906.24,300
2023-01-02,2023,1,1,南京,江苏,华东,32.0603,118.7969,食品饮料,线下,微信支付,9943.36,41,25,242.52,80
2023-01-02,2023,1,1,南京,江苏,华东,32.0603,118.7969,家居用品,线下,银行卡,54285.63,36,22,1507.93,500
2023-01-02,2023,1,1,南京,江苏,华东,32.0603,118.7969,美妆护肤,线下,支付宝,51910.36,43,36,1207.22,400
2023-01-02,2023,1,1,南京,江苏,华东,32.0603,118.7969,图书文具,线上,微信支付,4872.95,27,17,180.48,60
2023-01-02,2023,1,1,重庆,重庆,西南,29.4316,106.9123,电子产品,线下,支付宝,222157.39,29,21,7660.6,2500
2023-01-02,2023,1,1,重庆,重庆,西南,29.4316,106.9123,服装鞋帽,线下,银行卡,41573.57,46,31,903.77,300
2023-01-02,2023,1,1,重庆,重庆,西南,29.4316,106.9123,食品饮料,线上,微信支付,10759.08,44,27,244.52,80
2023-01-02,2023,1,1,重庆,重庆,西南,29.4316,106.9123,家居用品,线上,支付宝,60440.7,40,26,1511.02,500
2023-01-02,2023,1,1,重庆,重庆,西南,29.4316,106.9123,美妆护肤,线下,微信支付,45692.51,38,24,1202.43,400
2023-01-02,2023,1,1,重庆,重庆,西南,29.4316,106.9123,图书文具,线下,微信支付,4046.42,22,17,183.93,60
2023-01-02,2023,1,1,天津,天津,华北,39.3434,117.3616,电子产品,线下,微信支付,240256.25,32,24,7508.01,2500
2023-01-02,2023,1,1,天津,天津,华北,39.3434,117.3616,服装鞋帽,线上,支付宝,24818.01,27,17,919.19,300
2023-01-02,2023,1,1,天津,天津,华北,39.3434,117.3616,食品饮料,线下,微信支付,6924.67,28,19,247.31,80
2023-01-02,2023,1,1,天津,天津,华北,39.3434,117.3616,家居用品,线上,支付宝,54994.13,36,24,1527.61,500
2023-01-02,2023,1,1,天津,天津,华北,39.3434,117.3616,美妆护肤,线上,支付宝,37720.47,31,20,1216.79,400
2023-01-02,2023,1,1,天津,天津,华北,39.3434,117.3616,图书文具,线上,微信支付,3698.46,20,17,184.92,60
2023-01-02,2023,1,1,苏州,江苏,华东,31.2989,120.5853,电子产品,线上,现金,273149.24,36,22,7587.48,2500
2023-01-02,2023,1,1,苏州,江苏,华东,31.2989,120.5853,服装鞋帽,线下,支付宝,31262.62,34,29,919.49,300
2023-01-02,2023,1,1,苏州,江苏,华东,31.2989,120.5853,食品饮料,线上,微信支付,7224.92,30,26,240.83,80
2023-01-02,2023,1,1,苏州,江苏,华东,31.2989,120.5853,家居用品,线下,支付宝,40321.58,26,17,1550.83,500
2023-01-02,2023,1,1,苏州,江苏,华东,31.2989,120.5853,美妆护肤,线上,支付宝,40910.61,34,25,1203.25,400
2023-01-02,2023,1,1,苏州,江苏,华东,31.2989,120.5853,图书文具,线上,微信支付,3216.07,17,13,189.18,60
2023-01-02,2023,1,1,郑州,河南,华中,34.7466,113.6254,电子产品,线上,支付宝,210393.71,28,21,7514.06,2500
2023-01-02,2023,1,1,郑州,河南,华中,34.7466,113.6254,服装鞋帽,线上,现金,20867.86,23,14,907.3,300
2023-01-02,2023,1,1,郑州,河南,华中,34.7466,113.6254,食品饮料,线下,银行卡,6261.13,26,17,240.81,80
2023-01-02,2023,1,1,郑州,河南,华中,34.7466,113.6254,家居用品,线上,微信支付,34940.08,23,17,1519.13,500
2023-01-02,2023,1,1,郑州,河南,华中,34.7466,113.6254,美妆护肤,线下,支付宝,40637.37,33,28,1231.44,400
2023-01-02,2023,1,1,郑州,河南,华中,34.7466,113.6254,图书文具,线下,支付宝,3461.27,19,15,182.17,60
2023-01-02,2023,1,1,长沙,湖南,华中,28.2282,112.9388,电子产品,线下,支付宝,202597.69,27,20,7503.62,2500
2023-01-02,2023,1,1,长沙,湖南,华中,28.2282,112.9388,服装鞋帽,线上,支付宝,23439.56,26,21,901.52,300
2023-01-02,2023,1,1,长沙,湖南,华中,28.2282,112.9388,食品饮料,线上,支付宝,5422.94,22,17,246.5,80
2023-01-02,2023,1,1,长沙,湖南,华中,28.2282,112.9388,家居用品,线上,银行卡,33726.68,22,18,1533.03,500
2023-01-02,2023,1,1,长沙,湖南,华中,28.2282,112.9388,美妆护肤,线上,微信支付,24438.7,20,14,1221.94,400
2023-01-02,2023,1,1,长沙,湖南,华中,28.2282,112.9388,图书文具,线上,银行卡,2851.92,15,11,190.13,60
2023-01-02,2023,1,1,青岛,山东,华东,36.0671,120.3826,电子产品,线下,支付宝,252992.44,33,28,7666.44,2500
2023-01-02,2023,1,1,青岛,山东,华东,36.0671,120.3826,服装鞋帽,线下,支付宝,18044.9,20,17,902.25,300
2023-01-02,2023,1,1,青岛,山东,华东,36.0671,120.3826,食品饮料,线上,银行卡,6052.46,25,19,242.1,80
2023-01-02,2023,1,1,青岛,山东,华东,36.0671,120.3826,家居用品,线上,支付宝,37977.13,25,20,1519.09,500
2023-01-02,2023,1,1,青岛,山东,华东,36.0671,120.3826,美妆护肤,线上,银行卡,44532.19,37,22,1203.57,400
2023-01-02,2023,1,1,青岛,山东,华东,36.0671,120.3826,图书文具,线上,银行卡,3294.6,18,15,183.03,60
2023-01-03,2023,1,1,北京,北京,华北,39.9042,116.4074,电子产品,线上,支付宝,359819.53,47,39,7655.73,2500
2023-01-03,2023,1,1,北京,北京,华北,39.9042,116.4074,服装鞋帽,线下,微信支付,38393.34,42,34,914.13,300
2023-01-03,2023,1,1,北京,北京,华北,39.9042,116.4074,食品饮料,线上,支付宝,10195.35,42,28,242.75,80
2023-01-03,2023,1,1,北京,北京,华北,39.9042,116.4074,家居用品,线上,微信支付,86502.56,57,49,1517.59,500
2023-01-03,2023,1,1,北京,北京,华北,39.9042,116.4074,美妆护肤,线上,微信支付,72478.22,60,38,1207.97,400
2023-01-03,2023,1,1,北京,北京,华北,39.9042,116.4074,图书文具,线上,银行卡,6247.47,34,26,183.75,60
2023-01-03,2023,1,1,上海,上海,华东,31.2304,121.4737,电子产品,线下,微信支付,457384.15,60,48,7623.07,2500
2023-01-03,2023,1,1,上海,上海,华东,31.2304,121.4737,服装鞋帽,线上,微信支付,59878.71,66,42,907.25,300
2023-01-03,2023,1,1,上海,上海,华东,31.2304,121.4737,食品饮料,线下,微信支付,14273.03,59,51,241.92,80
2023-01-03,2023,1,1,上海,上海,华东,31.2304,121.4737,家居用品,线下,银行卡,74788.73,49,31,1526.3,500
2023-01-03,2023,1,1,上海,上海,华东,31.2304,121.4737,美妆护肤,线上,支付宝,79862.01,66,51,1210.03,400
2023-01-03,2023,1,1,上海,上海,华东,31.2304,121.4737,图书文具,线下,支付宝,8800.81,48,33,183.35,60
2023-01-03,2023,1,1,广州,广东,华南,23.1291,113.2644,电子产品,线下,支付宝,296864.52,39,29,7611.91,2500
2023-01-03,2023,1,1,广州,广东,华南,23.1291,113.2644,服装鞋帽,线下,微信支付,31574.4,35,24,902.13,300
2023-01-03,2023,1,1,广州,广东,华南,23.1291,113.2644,食品饮料,线上,微信支付,8611.11,35,22,246.03,80
2023-01-03,2023,1,1,广州,广东,华南,23.1291,113.2644,家居用品,线下,支付宝,48795.3,32,23,1524.85,500
2023-01-03,2023,1,1,广州,广东,华南,23.1291,113.2644,美妆护肤,线下,支付宝,78684.35,65,39,1210.53,400
2023-01-03,2023,1,1,广州,广东,华南,23.1291,113.2644,图书文具,线上,微信支付,6873.63,38,33,180.89,60
2023-01-03,2023,1,1,深圳,广东,华南,22.5431,114.0579,电子产品,线下,支付宝,554401.59,73,45,7594.54,2500
2023-01-03,2023,1,1,深圳,广东,华南,22.5431,114.0579,服装鞋帽,线上,支付宝,48426.37,53,46,913.71,300
2023-01-03,2023,1,1,深圳,广东,华南,22.5431,114.0579,食品饮料,线上,银行卡,10189.69,42,32,242.61,80
2023-01-03,2023,1,1,深圳,广东,华南,22.5431,114.0579,家居用品,线上,微信支付,66131.01,44,32,1502.98,500
2023-01-03,2023,1,1,深圳,广东,华南,22.5431,114.0579,美妆护肤,线上,银行卡,83558.66,69,44,1211.0,400
2023-01-03,2023,1,1,深圳,广东,华南,22.5431,114.0579,图书文具,线上,支付宝,4630.02,25,22,185.2,60
2023-01-03,2023,1,1,成都,四川,西南,30.5728,104.0668,电子产品,线上,微信支付,229188.75,30,18,7639.62,2500
2023-01-03,2023,1,1,成都,四川,西南,30.5728,104.0668,服装鞋帽,线上,支付宝,41673.74,46,36,905.95,300
2023-01-03,2023,1,1,成都,四川,西南,30.5728,104.0668,食品饮料,线上,银行卡,7802.09,32,19,243.82,80
2023-01-03,2023,1,1,成都,四川,西南,30.5728,104.0668,家居用品,线下,支付宝,41116.79,27,17,1522.84,500
2023-01-03,2023,1,1,成都,四川,西南,30.5728,104.0668,美妆护肤,线下,银行卡,46655.24,38,31,1227.77,400
2023-01-03,2023,1,1,成都,四川,西南,30.5728,104.0668,图书文具,线下,支付宝,4360.25,24,17,181.68,60
2023-01-03,2023,1,1,杭州,浙江,华东,30.2741,120.1551,电子产品,线上,支付宝,353913.69,47,28,7530.08,2500
2023-01-03,2023,1,1,杭州,浙江,华东,30.2741,120.1551,服装鞋帽,线上,微信支付,37189.15,41,24,907.05,300
2023-01-03,2023,1,1,杭州,浙江,华东,30.2741,120.1551,食品饮料,线上,支付宝,9473.19,39,32,242.9,80
2023-01-03,2023,1,1,杭州,浙江,华东,30.2741,120.1551,家居用品,线上,支付宝,56877.48,37,26,1537.23,500
2023-01-03,2023,1,1,杭州,浙江,华东,30.2741,120.1551,美妆护肤,线上,支付宝,46213.92,38,29,1216.16,400
2023-01-03,2023,1,1,杭州,浙江,华东,30.2741,120.1551,图书文具,线下,支付宝,6897.18,38,33,181.5,60
2023-01-03,2023,1,1,武汉,湖北,华中,30.5928,114.3055,电子产品,线下,微信支付,248588.7,33,28,7532.99,2500
2023-01-03,2023,1,1,武汉,湖北,华中,30.5928,114.3055,服装鞋帽,线上,微信支付,34964.86,38,23,920.13,300
